train_set
0.071254942
0.076799429
0.082059844
0.086630357
0.090223036
0.092553722
0.093579418
0.093221991
0.09157557
0.088903123
0.085598441
0.082054512
0.078808941
0.076388841
0.075206732
0.075810648
0.07845756
0.083285532
0.090376757
0.099562905
0.110587179
0.122943407
0.136214612
0.149726339
0.163046912
0.175668293
0.187308839
0.19786813
0.2074157
0.216210987
0.22465981
0.233209902
0.242354456
0.252380995
0.263505131
0.275588763
0.288281921
0.30095646
0.312795307
0.322833341
0.330113635
0.333764568
0.333108799
0.327743551
0.317635438
0.303095739
0.284707026
0.263308756
0.239961815
0.215754555
0.191735196
0.168767338
0.147599783
0.128701827
0.112187798
0.09816953
0.086497244
0.076876113
0.068973034
0.062605027
0.057558777
0.053766305
0.051291848
0.050110582
0.128701827
0.112187798
0.09816953
0.086497244
0.076876113
0.068973034
0.062605027
0.057558777
0.053766305
0.051291848
0.050110582
0.050405999
0.052306959
0.055799788
0.060909669
0.067460019
0.075258501
0.083830387
0.092798914
0.101499178
0.109396868
0.115919998
0.120563799
0.122952182
0.122899407
0.120330298
0.115405657
0.108373473
0.099643019
0.089656242
0.078987332
0.068126111
0.057586998
0.047797396
0.039123796
0.03177855
0.025927375
0.021599833
0.01869695
0.017123298
0.016675114
0.017143666
0.018352316
0.020125758
0.022293849
0.024746011
0.027527617
0.030592497
0.033925185
0.037638243
0.041704933
0.046061589
0.050723766
0.055697182
0.060879933
0.066271979
0.071880206
0.077727009
0.083882094
0.090650001
0.098262372
0.107026118
0.1173089
0.129490906
0.050723766
0.055697182
0.060879933
0.066271979
0.071880206
0.077727009
0.083882094
0.090650001
0.098262372
0.107026118
0.1173089
0.129490906
0.143923531
0.160850956
0.180289404
0.202099823
0.225891222
0.251071062
0.276779351
0.30186512
0.325268751
0.345619312
0.361969288
0.373213922
0.378768005
0.378321717
0.371959606
0.36033005
0.344378962
0.325573736
0.305540708
0.286178659
0.269230864
0.256388915
0.248986336
0.247892076
0.2534416
0.265360427
0.282797674
0.304398506
0.328437858
0.352903771
0.375640467
0.394694063
0.408398888
0.415329157
0.41473988
0.406406873
0.390615187
0.368163634
0.34032467
0.308571189
0.27450544
0.239819843
0.205999758
0.17424604
0.145621185
0.12079741
0.100146153
0.083710046
0.071368243
0.062799826
0.057612128
0.055317945
0.083710046
0.071368243
0.062799826
0.057612128
0.055317945
0.055435143
0.057402396
0.060782457
0.065212327
0.070131473
0.07532032
0.080315181
0.08504251
0.089222401
0.092805772
0.095804276
0.098249382
0.100373038
0.102318319
0.104420943
0.106839928
0.109787252
0.113295337
0.117326557
0.121677288
0.12608284
0.130128262
0.133348884
0.135322631
0.135692754
0.134234945
0.130873953
0.12564838
0.11883057
0.110791032
0.101977346
0.092917777
0.08408698
0.075930796
0.068776057
0.062880267
0.058338327
0.055107996
0.053107139
0.052101787
0.051948278
0.052359326
0.053037992
0.053795936
0.054415851
0.05475624
0.054755318
0.054364808
0.05347757
0.0523889
0.051143176
0.050000868
0.04936482
0.049644868
0.051405679
0.055221958
0.06176274
0.071490885
0.084646694
0.051143176
0.050000868
0.04936482
0.049644868
0.051405679
0.055221958
0.06176274
0.071490885
0.084646694
0.101464866
0.121731588
0.145019016
0.170642427
0.197617555
0.224849294
0.251035728
0.27498584
0.29554413
0.311676359
0.322838615
0.328629735
0.329167861
0.324848521
0.316481237
0.305088778
0.291908414
0.278170664
0.265123508
0.25382999
0.245102642
0.239463481
0.237051982
0.237634093
0.240640384
0.245231454
0.250362398
0.25492547
0.257843506
0.258104577
0.255049289
0.248243608
0.237570147
0.223278648
0.205962341
0.186425698
0.165663675
0.144787876
0.124633262
0.10616265
0.089933881
0.076289306
0.065352612
0.056961615
0.050809128
0.046401747
0.043297812
0.041027517
0.038988089
0.036994452
0.034841788
0.032499172
0.030185049
0.028074735
0.026575497
0.089933881
0.076289306
0.065352612
0.056961615
0.050809128
0.046401747
0.043297812
0.041027517
0.038988089
0.036994452
0.034841788
0.032499172
0.030185049
0.028074735
0.026575497
0.025945184
0.026516969
0.02857299
0.03214794
0.037366757
0.044069476
0.052163292
0.061338698
0.071320855
0.0817039
0.09209126
0.102054827
0.111197374
0.119167177
0.125662808
0.130465483
0.133412843
0.134448366
0.133576902
0.130874625
0.126493259
0.120646738
0.11356137
0.105556838
0.09692386
0.087976099
0.079054477
0.070513194
0.06264843
0.055704114
0.049941286
0.045522807
0.042605556
0.041213903
0.04131151
0.042792103
0.045438909
0.049105624
0.053499823
0.058333209
0.063420833
0.068509688
0.073454162
0.078132607
0.082488368
0.086542157
0.090445482
0.094252634
0.098217201
0.045438909
0.049105624
0.053499823
0.058333209
0.063420833
0.068509688
0.073454162
0.078132607
0.082488368
0.086542157
0.090445482
0.094252634
0.098217201
0.102473121
0.107085538
0.112168313
0.117720797
0.123819095
0.130338349
0.136992461
0.143474392
0.149568071
0.154994102
0.15960935
0.163472946
0.166635109
0.169231419
0.171799565
0.17472458
0.178427267
0.183503708
0.190326938
0.199167197
0.210197504
0.223434006
0.238658053
0.255552362
0.273670364
0.292472877
0.311352262
0.329729305
0.347028935
0.362624744
0.375951284
0.386408057
0.393536557
0.396789522
0.395713716
0.390024674
0.379446569
0.364080997
0.34417921
0.320256637
0.293173886
0.26394659
0.233879925
0.204258667
0.176397961
0.151388353
0.130147278
0.113224649
0.100893377
0.093107036
0.089356738
0.100893377
0.093107036
0.089356738
0.088941037
0.090981326
0.094654252
0.099256868
0.104050347
0.108468615
0.112235914
0.115267589
0.117578776
0.119432093
0.121081758
0.122535737
0.124035949
0.125582396
0.126990814
0.128208765
0.129052671
0.129241595
0.12857218
0.126921815
0.124173485
0.120301158
0.115401608
0.109675449
0.103395877
0.096926858
0.090705041
0.085163632
0.080731303
0.07773894
0.076497822
0.077112512
0.079543277
0.083635117
0.089001038
0.0952263
0.101732297
0.107918738
0.113208801
0.117098933
0.119218175
0.11929164
0.117286841
0.113290851
0.107530146
0.100407223
0.092422118
0.08420519
0.076367002
0.069458587
0.063988536
0.060263452
0.058631107
0.059156016
0.061807121
0.066456961
0.072857704
0.080520929
0.089037169
0.097849499
0.106546996
0.060263452
0.058631107
0.059156016
0.061807121
0.066456961
0.072857704
0.080520929
0.089037169
0.097849499
0.106546996
0.114668948
0.121838758
0.127878229
0.132630177
0.136383468
0.139252046
0.141644292
0.144129463
0.147157079
0.15135565
0.157284115
0.165531439
0.176449817
0.190400633
0.207438708
0.227476747
0.250187748
0.274950515
0.301029682
0.327476228
0.353239618
0.377184483
0.398173236
0.415205899
0.427435084
0.434227789
0.435290355
0.430602828
0.420477639
0.405505663
0.386446502
0.364210088
0.339774314
0.314094806
0.28800242
0.262266722
0.23739692
0.213806024
0.191757674
0.171335245
0.152637968
0.135699938
0.120529352
0.107193804
0.09586365
0.086532523
0.079299178
0.074101971
0.070911909
0.069580926
0.069762656
0.071200205
0.073330992
0.075856532
0.070911909
0.069580926
0.069762656
0.071200205
0.073330992
0.075856532
0.078294257
0.080255629
0.08153934
0.081824029
0.081112341
0.079378828
0.076804727
0.073542332
0.069961769
0.066352456
0.063027145
0.060349243
0.058598251
0.05802413
0.058794734
0.061019655
0.064679983
