data,data2,gyro
419,-0.596774194,82
537,0.164516129,89
591,0.512903226,96
410,-0.65483871,97
547,0.229032258,107
506,-0.035483871,125
506,-0.035483871,-110
445,-0.429032258,-101
477,-0.222580645,-104
586,0.480645161,-106
426,-0.551612903,-90
508,-0.022580645,-81
521,0.061290323,-82
562,0.325806452,-86
399,-0.725806452,-83
524,0.080645161,-76
517,0.035483871,-73
462,-0.319354839,-76
502,-0.061290323,-73
505,-0.041935484,-63
500,-0.074193548,-50
562,0.325806452,-39
535,0.151612903,-29
502,-0.061290323,-20
516,0.029032258,-6
515,0.022580645,73
507,-0.029032258,97
512,0.003225806,118
534,0.14516129,-120
521,0.061290323,-106
507,-0.029032258,-94
518,0.041935484,-84
508,-0.022580645,-76
510,-0.009677419,-68
546,0.222580645,-60
522,0.067741935,-48
517,0.035483871,-40
514,0.016129032,-32
510,-0.009677419,-25
507,-0.029032258,-21
549,0.241935484,-18
516,0.029032258,-15
532,0.132258065,-14
528,0.106451613,-15
509,-0.016129032,-20
519,0.048387097,-26
507,-0.029032258,-32
491,-0.132258065,-38
509,-0.016129032,-45
518,0.041935484,-52
514,0.016129032,-63
503,-0.05483871,-71
535,0.151612903,-79
490,-0.138709677,-86
547,0.229032258,-92
511,-0.003225806,-97
501,-0.067741935,-103
472,-0.25483871,-108
510,-0.009677419,-112
506,-0.035483871,-117
496,-0.1,-121
514,0.016129032,-125
528,0.106451613,126
501,-0.067741935,122
534,0.14516129,120
552,0.261290323,118
522,0.067741935,116
495,-0.106451613,114
516,0.029032258,113
517,0.035483871,112
502,-0.061290323,111
507,-0.029032258,109
513,0.009677419,105
539,0.177419355,102
522,0.067741935,97
517,0.035483871,96
524,0.080645161,94
518,0.041935484,91
507,-0.029032258,89
510,-0.009677419,85
530,0.119354839,79
519,0.048387097,74
515,0.022580645,68
499,-0.080645161,59
525,0.087096774,53
561,0.319354839,-3
539,0.177419355,-10
528,0.106451613,-17
560,0.312903226,-24
499,-0.080645161,-32
497,-0.093548387,-42
493,-0.119354839,-60
522,0.067741935,-72
502,-0.061290323,-82
501,-0.067741935,-93
539,0.177419355,-106
454,-0.370967742,-119
501,-0.067741935,124
494,-0.112903226,97
536,0.158064516,86
419,-0.596774194,63
496,-0.1,54
478,-0.216129032,46
495,-0.106451613,45
416,-0.616129032,47
469,-0.274193548,45
448,-0.409677419,45
522,0.067741935,62
585,0.474193548,69
485,-0.170967742,77
521,0.061290323,86
446,-0.422580645,87
539,0.177419355,84
499,-0.080645161,82
503,-0.05483871,82
423,-0.570967742,91
565,0.34516129,97
574,0.403225806,104
444,-0.435483871,108
488,-0.151612903,114
542,0.196774194,117
582,0.45483871,118
402,-0.706451613,121
552,0.261290323,-125
553,0.267741935,-114
469,-0.274193548,-102
454,-0.370967742,-95
561,0.319354839,-97
581,0.448387097,-95
493,-0.119354839,-70
520,0.05483871,-36
546,0.222580645,-6
490,-0.138709677,54
504,-0.048387097,-5
521,0.061290323,-10
512,0.003225806,-4
511,-0.003225806,59
522,0.067741935,76
506,-0.035483871,90
517,0.035483871,101
516,0.029032258,103
550,0.248387097,106
517,0.035483871,111
521,0.061290323,117
511,-0.003225806,123
509,-0.016129032,-128
544,0.209677419,-122
521,0.061290323,-113
520,0.05483871,-109
508,-0.022580645,-96
509,-0.016129032,-89
531,0.125806452,-84
541,0.190322581,-80
516,0.029032258,-75
501,-0.067741935,-71
554,0.274193548,-67
511,-0.003225806,-62
515,0.022580645,-60
530,0.119354839,-61
510,-0.009677419,-61
507,-0.029032258,-61
516,0.029032258,-61
506,-0.035483871,-60
486,-0.164516129,-60
516,0.029032258,-61
508,-0.022580645,-63
487,-0.158064516,-66
480,-0.203225806,-69
507,-0.029032258,-74
520,0.05483871,-79
499,-0.080645161,-83
509,-0.016129032,-91
584,0.467741935,-94
498,-0.087096774,-103
486,-0.164516129,-107
499,-0.080645161,-110
542,0.196774194,-114
519,0.048387097,-117
484,-0.177419355,-118
512,0.003225806,-119
524,0.080645161,-120
523,0.074193548,-121
473,-0.248387097,-123
480,-0.203225806,-125
562,0.325806452,-127
464,-0.306451613,126
489,-0.14516129,123
530,0.119354839,118
552,0.261290323,111
492,-0.125806452,106
482,-0.190322581,103
541,0.190322581,99
511,-0.003225806,95
457,-0.351612903,90
531,0.125806452,85
529,0.112903226,74
509,-0.016129032,69
498,-0.087096774,54
514,0.016129032,-3
483,-0.183870968,-11
522,0.067741935,-18
521,0.061290323,-25
521,0.061290323,-32
511,-0.003225806,-38
523,0.074193548,-52
504,-0.048387097,-67
540,0.183870968,-85
507,-0.029032258,-95
526,0.093548387,-106
565,0.34516129,125
516,0.029032258,94
478,-0.216129032,72
540,0.183870968,71
528,0.106451613,75
511,-0.003225806,74
444,-0.435483871,69
546,0.222580645,77
471,-0.261290323,93
375,-0.880645161,100
584,0.467741935,85
509,-0.016129032,77
513,0.009677419,69
519,0.048387097,73
528,0.106451613,83
542,0.196774194,93
478,-0.216129032,95
591,0.512903226,94
437,-0.480645161,98
439,-0.467741935,106
487,-0.158064516,119
412,-0.641935484,121
548,0.235483871,122
390,-0.783870968,119
599,0.564516129,121
448,-0.409677419,127
551,0.25483871,-128
512,0.003225806,-118
426,-0.551612903,-105
511,-0.003225806,-88
385,-0.816129032,-74
488,-0.151612903,-66
584,0.467741935,-54
524,0.080645161,-37
485,-0.170967742,-15
506,-0.035483871,56
541,0.190322581,77
505,-0.041935484,81
514,0.016129032,83
580,0.441935484,85
529,0.112903226,93
490,-0.138709677,104
562,0.325806452,117
514,0.016129032,126
526,0.093548387,-120
510,-0.009677419,-116
497,-0.093548387,-113
516,0.029032258,-110
509,-0.016129032,-107
511,-0.003225806,-103
509,-0.016129032,-98
532,0.132258065,-94
511,-0.003225806,-92
510,-0.009677419,-89
498,-0.087096774,-87
502,-0.061290323,-85
506,-0.035483871,-85
506,-0.035483871,-85
521,0.061290323,-85
540,0.183870968,-85
515,0.022580645,-86
513,0.009677419,-88
479,-0.209677419,-88
488,-0.151612903,-88
571,0.383870968,-87
531,0.125806452,-87
441,-0.45483871,-86
488,-0.151612903,-85
505,-0.041935484,-85
523,0.074193548,-84
540,0.183870968,-84
538,0.170967742,-84
571,0.383870968,-85
510,-0.009677419,-87
466,-0.293548387,-91
500,-0.074193548,-96
498,-0.087096774,-104
507,-0.029032258,-109
517,0.035483871,-114
511,-0.003225806,-118
499,-0.080645161,-121
517,0.035483871,-123
531,0.125806452,-126
511,-0.003225806,-128
472,-0.25483871,124
514,0.016129032,120
516,0.029032258,118
509,-0.016129032,116
510,-0.009677419,114
509,-0.016129032,112
505,-0.041935484,110
521,0.061290323,107
514,0.016129032,102
514,0.016129032,98
518,0.041935484,92
473,-0.248387097,86
508,-0.022580645,79
513,0.009677419,73
527,0.1,67
517,0.035483871,61
515,0.022580645,1
515,0.022580645,-7
492,-0.125806452,-18
479,-0.209677419,-28
534,0.14516129,-41
503,-0.05483871,-59
495,-0.106451613,-81
475,-0.235483871,-100
486,-0.164516129,-112
514,0.016129032,-117
498,-0.087096774,-127
541,0.190322581,112
495,-0.106451613,97
515,0.022580645,91
460,-0.332258065,94
453,-0.377419355,96
453,-0.377419355,80
509,-0.016129032,67
534,0.14516129,67
564,0.338709677,73
481,-0.196774194,79
537,0.164516129,83
613,0.65483871,88
545,0.216129032,95
486,-0.164516129,98
512,0.003225806,100
648,0.880645161,107
447,-0.416129032,113
494,-0.112903226,119
640,0.829032258,124
372,-0.9,118
619,0.693548387,108
657,0.938709677,104
476,-0.229032258,108
609,0.629032258,122
584,0.467741935,-126
616,0.674193548,-127
411,-0.648387097,-128
464,-0.306451613,-126
523,0.074193548,-112
501,-0.067741935,-90
541,0.190322581,-53
500,-0.074193548,-31
535,0.151612903,-15
540,0.183870968,-3
507,-0.029032258,55
510,-0.009677419,61
500,-0.074193548,66
556,0.287096774,73
499,-0.080645161,76
516,0.029032258,85
525,0.087096774,92
516,0.029032258,99
500,-0.074193548,106
501,-0.067741935,112
495,-0.106451613,118
499,-0.080645161,123
517,0.035483871,-124
533,0.138709677,-118
492,-0.125806452,-114
516,0.029032258,-111
500,-0.074193548,-108
503,-0.05483871,-104
509,-0.016129032,-101
523,0.074193548,-99
529,0.112903226,-96
512,0.003225806,-96
509,-0.016129032,-96
510,-0.009677419,-95
518,0.041935484,-93
528,0.106451613,-92
521,0.061290323,-92
504,-0.048387097,-93
510,-0.009677419,-93
508,-0.022580645,-93
520,0.05483871,-93
520,0.05483871,-92
503,-0.05483871,-92
496,-0.1,-92
498,-0.087096774,-93
521,0.061290323,-94
513,0.009677419,-96
490,-0.138709677,-99
498,-0.087096774,-101
496,-0.1,-104
507,-0.029032258,-107
521,0.061290323,-109
495,-0.106451613,-111
501,-0.067741935,-113
509,-0.016129032,-118
533,0.138709677,-121
519,0.048387097,-124
501,-0.067741935,-126
494,-0.112903226,127
537,0.164516129,125
503,-0.05483871,121
502,-0.061290323,118
543,0.203225806,114
528,0.106451613,109
513,0.009677419,105
486,-0.164516129,102
501,-0.067741935,98
564,0.338709677,95
508,-0.022580645,92
474,-0.241935484,88
499,-0.080645161,82
509,-0.016129032,70
504,-0.048387097,61
524,0.080645161,0
534,0.14516129,-11
517,0.035483871,-22
534,0.14516129,-35
540,0.183870968,-50
525,0.087096774,-71
496,-0.1,-89
509,-0.016129032,-108
517,0.035483871,-122
548,0.235483871,123
518,0.041935484,110
499,-0.080645161,94
430,-0.525806452,77
527,0.1,67
501,-0.067741935,62
486,-0.164516129,65
574,0.403225806,67
422,-0.577419355,66
519,0.048387097,70
522,0.067741935,79
439,-0.467741935,92
506,-0.035483871,98
473,-0.248387097,98
492,-0.125806452,97
520,0.05483871,94
548,0.235483871,88
542,0.196774194,80
539,0.177419355,81
506,-0.035483871,86
477,-0.222580645,97
524,0.080645161,109
495,-0.106451613,110
484,-0.177419355,109
587,0.487096774,116
464,-0.306451613,-128
472,-0.25483871,-117
538,0.170967742,-110
493,-0.119354839,-93
384,-0.822580645,-84
466,-0.293548387,-66
613,0.65483871,-71
506,-0.035483871,-81
543,0.203225806,-79
525,0.087096774,-64
526,0.093548387,-51
505,-0.041935484,-49
501,-0.067741935,-55
494,-0.112903226,-52
500,-0.074193548,-37
522,0.067741935,-13
518,0.041935484,60
529,0.112903226,78
514,0.016129032,86
515,0.022580645,88
511,-0.003225806,94
515,0.022580645,104
489,-0.14516129,118
527,0.1,-123
503,-0.05483871,-108
524,0.080645161,-96
530,0.119354839,-86
468,-0.280645161,-80
516,0.029032258,-75
535,0.151612903,-70
518,0.041935484,-66
500,-0.074193548,-60
492,-0.125806452,-54
520,0.05483871,-51
515,0.022580645,-49
557,0.293548387,-50
524,0.080645161,-49
525,0.087096774,-47
493,-0.119354839,-45
537,0.164516129,-47
528,0.106451613,-50
529,0.112903226,-54
534,0.14516129,-56
508,-0.022580645,-58
512,0.003225806,-61
524,0.080645161,-63
484,-0.177419355,-64
455,-0.364516129,-67
567,0.358064516,-72
497,-0.093548387,-77
479,-0.209677419,-82
558,0.3,-87
527,0.1,-94
490,-0.138709677,-97
522,0.067741935,-104
550,0.248387097,-108
514,0.016129032,-112
538,0.170967742,-115
521,0.061290323,-119
533,0.138709677,-123
537,0.164516129,-127
523,0.074193548,123
525,0.087096774,119
528,0.106451613,115
497,-0.093548387,111
514,0.016129032,106
514,0.016129032,101
542,0.196774194,96
485,-0.170967742,92
522,0.067741935,88
531,0.125806452,85
502,-0.061290323,83
502,-0.061290323,80
513,0.009677419,75
513,0.009677419,71
517,0.035483871,66
513,0.009677419,58
535,0.151612903,55
504,-0.048387097,-1
500,-0.074193548,-6
496,-0.1,-12
470,-0.267741935,-19
537,0.164516129,-28
508,-0.022580645,-37
508,-0.022580645,-47
531,0.125806452,-60
472,-0.25483871,-78
516,0.029032258,-90
480,-0.203225806,-107
512,0.003225806,127
509,-0.016129032,110
492,-0.125806452,100
578,0.429032258,92
503,-0.05483871,80
507,-0.029032258,72
473,-0.248387097,67
474,-0.241935484,68
639,0.822580645,65
364,-0.951612903,54
507,-0.029032258,46
622,0.712903226,43
493,-0.119354839,57
472,-0.25483871,63
491,-0.132258065,62
576,0.416129032,63
467,-0.287096774,72
521,0.061290323,88
489,-0.14516129,106
522,0.067741935,122
430,-0.525806452,125
647,0.874193548,126
475,-0.235483871,-124
603,0.590322581,-115
550,0.248387097,-107
373,-0.893548387,-101
501,-0.067741935,-93
495,-0.106451613,-87
608,0.622580645,-80
527,0.1,-80
432,-0.512903226,-88
583,0.461290323,-92
531,0.125806452,-82
501,-0.067741935,-62
507,-0.029032258,-42
533,0.138709677,-25
532,0.132258065,-12
477,-0.222580645,-10
502,-0.061290323,-6
518,0.041935484,-1
522,0.067741935,56
528,0.106451613,66
520,0.05483871,76
514,0.016129032,84
535,0.151612903,91
505,-0.041935484,101
513,0.009677419,110
515,0.022580645,121
513,0.009677419,-125
510,-0.009677419,-117
513,0.009677419,-112
514,0.016129032,-108
509,-0.016129032,-104
523,0.074193548,-100
526,0.093548387,-98
531,0.125806452,-97
559,0.306451613,-96
504,-0.048387097,-94
488,-0.151612903,-93
504,-0.048387097,-91
528,0.106451613,-91
513,0.009677419,-91
513,0.009677419,-91
509,-0.016129032,-91
506,-0.035483871,-92
529,0.112903226,-94
539,0.177419355,-95
500,-0.074193548,-95
506,-0.035483871,-94
504,-0.048387097,-91
476,-0.229032258,-89
499,-0.080645161,-88
510,-0.009677419,-87
525,0.087096774,-86
497,-0.093548387,-86
523,0.074193548,-86
498,-0.087096774,-87
540,0.183870968,-89
517,0.035483871,-90
524,0.080645161,-91
501,-0.067741935,-93
498,-0.087096774,-95
525,0.087096774,-96
508,-0.022580645,-97
485,-0.170967742,-99
515,0.022580645,-100
529,0.112903226,-104
522,0.067741935,-107
524,0.080645161,-110
483,-0.183870968,-114
482,-0.190322581,-118
470,-0.267741935,-123
489,-0.14516129,-128
515,0.022580645,124
525,0.087096774,117
508,-0.022580645,112
514,0.016129032,106
507,-0.029032258,101
533,0.138709677,96
516,0.029032258,92
541,0.190322581,86
517,0.035483871,74
514,0.016129032,66
517,0.035483871,57
507,-0.029032258,-1
501,-0.067741935,-10
523,0.074193548,-19
509,-0.016129032,-25
510,-0.009677419,-30
490,-0.138709677,-38
516,0.029032258,-41
492,-0.125806452,-54
522,0.067741935,-65
515,0.022580645,-76
486,-0.164516129,-86
531,0.125806452,-99
472,-0.25483871,-120
514,0.016129032,106
546,0.222580645,77
523,0.074193548,69
484,-0.177419355,58
518,0.041935484,51
502,-0.061290323,58
490,-0.138709677,69
517,0.035483871,74
538,0.170967742,77
529,0.112903226,80
561,0.319354839,85
560,0.312903226,92
637,0.809677419,98
504,-0.048387097,102
602,0.583870968,102
400,-0.719354839,101
634,0.790322581,117
516,0.029032258,125
527,0.1,-118
608,0.622580645,-118
516,0.029032258,-121
437,-0.480645161,-123
487,-0.158064516,-115
530,0.119354839,-114
578,0.429032258,-116
417,-0.609677419,-113
400,-0.719354839,-106
588,0.493548387,-106
501,-0.067741935,-108
365,-0.94516129,-107
588,0.493548387,-107
467,-0.287096774,-106
504,-0.048387097,-102
531,0.125806452,-88
538,0.170967742,-71
492,-0.125806452,-54
511,-0.003225806,-41
556,0.287096774,-33
513,0.009677419,-28
458,-0.34516129,-23
497,-0.093548387,-16
525,0.087096774,-3
534,0.14516129,58
501,-0.067741935,71
496,-0.1,85
515,0.022580645,98
516,0.029032258,112
495,-0.106451613,124
510,-0.009677419,-120
525,0.087096774,-109
511,-0.003225806,-94
499,-0.080645161,-85
515,0.022580645,-77
504,-0.048387097,-72
496,-0.1,-66
508,-0.022580645,-62
519,0.048387097,-59
498,-0.087096774,-57
535,0.151612903,-57
464,-0.306451613,-58
505,-0.041935484,-59
517,0.035483871,-61
519,0.048387097,-63
504,-0.048387097,-65
512,0.003225806,-66
508,-0.022580645,-70
489,-0.14516129,-71
504,-0.048387097,-72
539,0.177419355,-74
548,0.235483871,-76
495,-0.106451613,-80
483,-0.183870968,-85
542,0.196774194,-91
464,-0.306451613,-96
503,-0.05483871,-103
581,0.448387097,-107
504,-0.048387097,-110
528,0.106451613,-114
502,-0.061290323,-117
509,-0.016129032,-119
452,-0.383870968,-120
508,-0.022580645,-121
508,-0.022580645,-122
509,-0.016129032,-122
467,-0.287096774,-123
541,0.190322581,-125
513,0.009677419,-127
498,-0.087096774,-128
505,-0.041935484,127
525,0.087096774,122
522,0.067741935,120
557,0.293548387,115
480,-0.203225806,111
496,-0.1,108
498,-0.087096774,106
505,-0.041935484,104
515,0.022580645,102
510,-0.009677419,100
486,-0.164516129,93
503,-0.05483871,88
515,0.022580645,82
498,-0.087096774,76
517,0.035483871,71
495,-0.106451613,64
511,-0.003225806,57
514,0.016129032,-1
501,-0.067741935,-13
513,0.009677419,-22
525,0.087096774,-33
557,0.293548387,-43
508,-0.022580645,-51
542,0.196774194,-56
539,0.177419355,-61
502,-0.061290323,-75
481,-0.196774194,-81
563,0.332258065,-98
518,0.041935484,-101
547,0.229032258,-107
469,-0.274193548,-126
523,0.074193548,108
487,-0.158064516,93
492,-0.125806452,85
485,-0.170967742,79
545,0.216129032,74
508,-0.022580645,73
554,0.274193548,74
523,0.074193548,80
489,-0.14516129,90
485,-0.170967742,95
481,-0.196774194,93
556,0.287096774,99
496,-0.1,112
474,-0.241935484,119
563,0.332258065,113
455,-0.364516129,110
592,0.519354839,110
413,-0.635483871,114
490,-0.138709677,117
613,0.65483871,115
508,-0.022580645,113
426,-0.551612903,110
605,0.603225806,114
609,0.629032258,116
475,-0.235483871,120
434,-0.5,-126
598,0.558064516,-116
483,-0.183870968,-109
518,0.041935484,-96
511,-0.003225806,-83
533,0.138709677,-69
545,0.216129032,-59
501,-0.067741935,-52
481,-0.196774194,-43
506,-0.035483871,-31
507,-0.029032258,-13
571,0.383870968,-2
500,-0.074193548,56
521,0.061290323,65
482,-0.190322581,73
480,-0.203225806,82
508,-0.022580645,93
527,0.1,104
530,0.119354839,124
511,-0.003225806,-125
510,-0.009677419,-107
506,-0.035483871,-98
514,0.016129032,-91
529,0.112903226,-86
515,0.022580645,-81
516,0.029032258,-75
522,0.067741935,-70
513,0.009677419,-65
509,-0.016129032,-63
503,-0.05483871,-60
507,-0.029032258,-57
552,0.261290323,-55
538,0.170967742,-56
520,0.05483871,-59
504,-0.048387097,-62
514,0.016129032,-67
516,0.029032258,-70
518,0.041935484,-75
530,0.119354839,-80
535,0.151612903,-85
491,-0.132258065,-89
440,-0.461290323,-93
481,-0.196774194,-98
533,0.138709677,-102
502,-0.061290323,-108
472,-0.25483871,-112
501,-0.067741935,-114
527,0.1,-116
522,0.067741935,-118
495,-0.106451613,-119
497,-0.093548387,-121
526,0.093548387,-122
509,-0.016129032,-121
502,-0.061290323,-120
507,-0.029032258,-121
512,0.003225806,-123
516,0.029032258,-125
519,0.048387097,-127
516,0.029032258,-128
503,-0.05483871,126
512,0.003225806,124
513,0.009677419,122
512,0.003225806,120
548,0.235483871,117
506,-0.035483871,114
522,0.067741935,110
524,0.080645161,107
513,0.009677419,101
534,0.14516129,97
547,0.229032258,92
511,-0.003225806,88
516,0.029032258,83
515,0.022580645,78
529,0.112903226,73
533,0.138709677,67
515,0.022580645,60
552,0.261290323,-1
524,0.080645161,-10
500,-0.074193548,-20
511,-0.003225806,-30
491,-0.132258065,-39
475,-0.235483871,-46
530,0.119354839,-52
521,0.061290323,-63
495,-0.106451613,-78
486,-0.164516129,-97
547,0.229032258,-116
512,0.003225806,126
485,-0.170967742,114
524,0.080645161,100
526,0.093548387,85
563,0.332258065,70
421,-0.583870968,66
533,0.138709677,51
563,0.332258065,47
451,-0.390322581,46
525,0.087096774,49
589,0.5,57
447,-0.416129032,70
509,-0.016129032,78
453,-0.377419355,76
445,-0.429032258,75
526,0.093548387,78
500,-0.074193548,89
546,0.222580645,100
502,-0.061290323,113
537,0.164516129,122
477,-0.222580645,-125
547,0.229032258,-108
506,-0.035483871,-102
528,0.106451613,-106
488,-0.151612903,-111
516,0.029032258,-111
430,-0.525806452,-104
579,0.435483871,-97
543,0.203225806,-96
504,-0.048387097,-95
534,0.14516129,-83
572,0.390322581,-70
494,-0.112903226,-63
490,-0.138709677,-65
522,0.067741935,-70
529,0.112903226,-75
497,-0.093548387,-78
513,0.009677419,-76
520,0.05483871,-66
519,0.048387097,-50
537,0.164516129,-31
500,-0.074193548,-8
502,-0.061290323,64
570,0.377419355,85
521,0.061290323,103
571,0.383870968,124
512,0.003225806,-122
504,-0.048387097,-112
504,-0.048387097,-103
510,-0.009677419,-96
518,0.041935484,-88
522,0.067741935,-80
515,0.022580645,-69
509,-0.016129032,-66
504,-0.048387097,-59
502,-0.061290323,-56
539,0.177419355,-54
527,0.1,-53
530,0.119354839,-51
520,0.05483871,-51
535,0.151612903,-50
500,-0.074193548,-50
508,-0.022580645,-52
511,-0.003225806,-53
514,0.016129032,-54
526,0.093548387,-55
520,0.05483871,-57
506,-0.035483871,-59
453,-0.377419355,-61
502,-0.061290323,-67
565,0.34516129,-72
506,-0.035483871,-76
513,0.009677419,-81
517,0.035483871,-85
506,-0.035483871,-89
500,-0.074193548,-94
521,0.061290323,-99
543,0.203225806,-104
496,-0.1,-108
517,0.035483871,-115
521,0.061290323,-120
499,-0.080645161,-125
509,-0.016129032,126
517,0.035483871,121
531,0.125806452,116
518,0.041935484,111
509,-0.016129032,105
590,0.506451613,102
515,0.022580645,100
529,0.112903226,99
508,-0.022580645,99
513,0.009677419,98
490,-0.138709677,96
506,-0.035483871,92
510,-0.009677419,89
509,-0.016129032,86
510,-0.009677419,83
525,0.087096774,78
549,0.241935484,73
514,0.016129032,67
541,0.190322581,61
533,0.138709677,54
529,0.112903226,-2
509,-0.016129032,-17
518,0.041935484,-28
513,0.009677419,-38
480,-0.203225806,-46
514,0.016129032,-56
477,-0.222580645,-68
515,0.022580645,-76
487,-0.158064516,-78
510,-0.009677419,-90
509,-0.016129032,-110
529,0.112903226,-124
522,0.067741935,122
496,-0.1,112
480,-0.203225806,107
552,0.261290323,103
513,0.009677419,90
587,0.487096774,86
504,-0.048387097,90
527,0.1,94
476,-0.229032258,90
548,0.235483871,86
513,0.009677419,93
446,-0.422580645,96
510,-0.009677419,93
547,0.229032258,83
403,-0.7,90
485,-0.170967742,101
547,0.229032258,107
548,0.235483871,108
584,0.467741935,110
373,-0.893548387,113
392,-0.770967742,122
635,0.796774194,-116
540,0.183870968,-111
494,-0.112903226,-116
577,0.422580645,-118
518,0.041935484,-115
406,-0.680645161,-107
514,0.016129032,-98
557,0.293548387,-80
539,0.177419355,-62
451,-0.390322581,-46
505,-0.041935484,-32
578,0.429032258,-25
498,-0.087096774,-25
470,-0.267741935,-29
521,0.061290323,-29
539,0.177419355,-25
542,0.196774194,-15
499,-0.080645161,55
517,0.035483871,70
547,0.229032258,84
515,0.022580645,94
532,0.132258065,100
537,0.164516129,104
509,-0.016129032,106
500,-0.074193548,112
484,-0.177419355,118
509,-0.016129032,124
514,0.016129032,-125
516,0.029032258,-119
534,0.14516129,-112
499,-0.080645161,-106
521,0.061290323,-101
526,0.093548387,-93
508,-0.022580645,-88
504,-0.048387097,-84
525,0.087096774,-81
522,0.067741935,-79
542,0.196774194,-77
510,-0.009677419,-76
503,-0.05483871,-76
507,-0.029032258,-77
512,0.003225806,-77
534,0.14516129,-77
516,0.029032258,-78
509,-0.016129032,-78
429,-0.532258065,-78
485,-0.170967742,-80
525,0.087096774,-83
519,0.048387097,-89
474,-0.241935484,-93
502,-0.061290323,-95
528,0.106451613,-97
534,0.14516129,-100
489,-0.14516129,-104
502,-0.061290323,-107
531,0.125806452,-111
513,0.009677419,-116
488,-0.151612903,-118
522,0.067741935,-126
507,-0.029032258,125
493,-0.119354839,121
581,0.448387097,118
533,0.138709677,116
475,-0.235483871,114
549,0.241935484,112
515,0.022580645,107
515,0.022580645,104
527,0.1,101
521,0.061290323,98
520,0.05483871,95
523,0.074193548,93
520,0.05483871,91
533,0.138709677,89
489,-0.14516129,87
508,-0.022580645,86
533,0.138709677,85
525,0.087096774,84
493,-0.119354839,83
507,-0.029032258,82
511,-0.003225806,79
509,-0.016129032,73
513,0.009677419,70
518,0.041935484,61
504,-0.048387097,55
508,-0.022580645,0
509,-0.016129032,-6
495,-0.106451613,-12
514,0.016129032,-19
522,0.067741935,-26
512,0.003225806,-36
495,-0.106451613,-42
504,-0.048387097,-49
512,0.003225806,-57
516,0.029032258,-67
514,0.016129032,-80
471,-0.261290323,-92
546,0.222580645,-99
481,-0.196774194,-105
519,0.048387097,-110
453,-0.377419355,-120
532,0.132258065,121
518,0.041935484,105
492,-0.125806452,88
552,0.261290323,72
501,-0.067741935,60
473,-0.248387097,54
562,0.325806452,60
531,0.125806452,74
511,-0.003225806,84
476,-0.229032258,82
537,0.164516129,79
460,-0.332258065,86
327,-1.190322581,98
568,0.364516129,103
553,0.267741935,99
477,-0.222580645,98
491,-0.132258065,98
556,0.287096774,104
526,0.093548387,118
381,-0.841935484,-125
456,-0.358064516,-118
506,-0.035483871,-116
525,0.087096774,-112
434,-0.5,-108
523,0.074193548,-111
612,0.648387097,-117
392,-0.770967742,-116
445,-0.429032258,-106
566,0.351612903,-89
555,0.280645161,-61
456,-0.358064516,-45
490,-0.138709677,-33
514,0.016129032,-25
520,0.05483871,-18
490,-0.138709677,-9
506,-0.035483871,0
512,0.003225806,62
543,0.203225806,75
477,-0.222580645,91
488,-0.151612903,99
516,0.029032258,105
513,0.009677419,111
522,0.067741935,118
532,0.132258065,124
507,-0.029032258,-127
514,0.016129032,-121
496,-0.1,-114
520,0.05483871,-109
543,0.203225806,-104
498,-0.087096774,-101
526,0.093548387,-99
512,0.003225806,-98
507,-0.029032258,-98
511,-0.003225806,-97
528,0.106451613,-94
529,0.112903226,-93
511,-0.003225806,-92
515,0.022580645,-91
542,0.196774194,-89
502,-0.061290323,-85
494,-0.112903226,-83
521,0.061290323,-82
530,0.119354839,-83
513,0.009677419,-84
434,-0.5,-85
495,-0.106451613,-87
505,-0.041935484,-89
474,-0.241935484,-93
507,-0.029032258,-96
518,0.041935484,-100
522,0.067741935,-105
525,0.087096774,-106
548,0.235483871,-107
495,-0.106451613,-108
536,0.158064516,-109
527,0.1,-111
519,0.048387097,-114
513,0.009677419,-117
511,-0.003225806,-120
513,0.009677419,-121
493,-0.119354839,-126
510,-0.009677419,-128
507,-0.029032258,125
518,0.041935484,123
504,-0.048387097,122
498,-0.087096774,120
515,0.022580645,118
507,-0.029032258,113
504,-0.048387097,111
520,0.05483871,109
521,0.061290323,106
506,-0.035483871,102
551,0.25483871,96
525,0.087096774,90
520,0.05483871,84
539,0.177419355,72
517,0.035483871,64
486,-0.164516129,55
511,-0.003225806,-1
503,-0.05483871,-8
519,0.048387097,-14
515,0.022580645,-20
516,0.029032258,-29
520,0.05483871,-32
515,0.022580645,-40
507,-0.029032258,-47
540,0.183870968,-55
506,-0.035483871,-62
548,0.235483871,-71
495,-0.106451613,-82
498,-0.087096774,-95
502,-0.061290323,-112
521,0.061290323,-124
485,-0.170967742,117
495,-0.106451613,101
521,0.061290323,92
525,0.087096774,91
480,-0.203225806,93
487,-0.158064516,91
571,0.383870968,86
406,-0.680645161,86
521,0.061290323,83
514,0.016129032,79
524,0.080645161,75
409,-0.661290323,74
539,0.177419355,77
561,0.319354839,81
487,-0.158064516,84
547,0.229032258,95
402,-0.706451613,101
579,0.435483871,107
571,0.383870968,119
440,-0.461290323,-127
561,0.319354839,-123
431,-0.519354839,-125
600,0.570967742,-123
377,-0.867741935,-122
523,0.074193548,-124
544,0.209677419,-119
491,-0.132258065,-108
509,-0.016129032,-95
491,-0.132258065,-87
643,0.848387097,-85
475,-0.235483871,-87
580,0.441935484,-86
522,0.067741935,-82
502,-0.061290323,-77
