data,data2,gyro
510,-0.009677419,-109
533,0.138709677,-107
519,0.048387097,-102
510,-0.009677419,-98
506,-0.035483871,-95
518,0.041935484,-92
513,0.009677419,-88
499,-0.080645161,-84
510,-0.009677419,-81
535,0.151612903,-80
507,-0.029032258,-78
518,0.041935484,-75
493,-0.119354839,-73
506,-0.035483871,-74
490,-0.138709677,-76
479,-0.209677419,-79
464,-0.306451613,-81
471,-0.261290323,-87
523,0.074193548,-90
522,0.067741935,-93
509,-0.016129032,-94
485,-0.170967742,-96
515,0.022580645,-100
469,-0.274193548,-103
505,-0.041935484,-106
571,0.383870968,-107
512,0.003225806,-107
466,-0.293548387,-110
522,0.067741935,-113
554,0.274193548,-116
500,-0.074193548,-118
466,-0.293548387,-120
548,0.235483871,-126
534,0.14516129,125
513,0.009677419,120
497,-0.093548387,117
513,0.009677419,115
522,0.067741935,113
513,0.009677419,110
508,-0.022580645,108
498,-0.087096774,107
534,0.14516129,107
520,0.05483871,107
516,0.029032258,106
552,0.261290323,104
508,-0.022580645,103
509,-0.016129032,102
504,-0.048387097,101
512,0.003225806,99
513,0.009677419,97
515,0.022580645,96
520,0.05483871,94
571,0.383870968,91
537,0.164516129,87
509,-0.016129032,81
501,-0.067741935,74
512,0.003225806,60
531,0.125806452,-3
509,-0.016129032,-18
537,0.164516129,-36
481,-0.196774194,-54
513,0.009677419,-68
543,0.203225806,-81
471,-0.261290323,-95
497,-0.093548387,-108
525,0.087096774,-125
490,-0.138709677,119
527,0.1,105
569,0.370967742,94
476,-0.229032258,88
518,0.041935484,85
504,-0.048387097,86
503,-0.05483871,84
507,-0.029032258,86
530,0.119354839,92
506,-0.035483871,94
529,0.112903226,94
520,0.05483871,98
556,0.287096774,103
542,0.196774194,106
505,-0.041935484,117
504,-0.048387097,121
519,0.048387097,126
598,0.558064516,123
587,0.487096774,118
455,-0.364516129,118
548,0.235483871,118
600,0.570967742,117
360,-0.977419355,119
473,-0.248387097,125
535,0.151612903,-127
521,0.061290323,-120
477,-0.222580645,-115
515,0.022580645,-111
519,0.048387097,-103
389,-0.790322581,-93
468,-0.280645161,-85
509,-0.016129032,-87
561,0.319354839,-91
530,0.119354839,-90
502,-0.061290323,-84
480,-0.203225806,-79
579,0.435483871,-77
518,0.041935484,-72
472,-0.25483871,-66
510,-0.009677419,-64
525,0.087096774,-60
513,0.009677419,-55
514,0.016129032,-45
499,-0.080645161,-28
524,0.080645161,-8
480,-0.203225806,64
486,-0.164516129,86
531,0.125806452,109
512,0.003225806,118
497,-0.093548387,125
502,-0.061290323,-124
501,-0.067741935,-115
522,0.067741935,-104
506,-0.035483871,-92
500,-0.074193548,-83
513,0.009677419,-70
508,-0.022580645,-62
516,0.029032258,-57
523,0.074193548,-53
523,0.074193548,-52
572,0.390322581,-52
528,0.106451613,-53
516,0.029032258,-53
505,-0.041935484,-53
518,0.041935484,-55
514,0.016129032,-58
527,0.1,-62
496,-0.1,-67
511,-0.003225806,-71
508,-0.022580645,-74
496,-0.1,-78
488,-0.151612903,-86
521,0.061290323,-90
518,0.041935484,-92
488,-0.151612903,-92
502,-0.061290323,-94
499,-0.080645161,-96
502,-0.061290323,-101
513,0.009677419,-105
512,0.003225806,-111
499,-0.080645161,-115
505,-0.041935484,-119
505,-0.041935484,-124
525,0.087096774,-128
514,0.016129032,125
523,0.074193548,120
490,-0.138709677,116
482,-0.190322581,114
521,0.061290323,111
518,0.041935484,107
516,0.029032258,104
508,-0.022580645,101
520,0.05483871,98
515,0.022580645,94
516,0.029032258,91
508,-0.022580645,88
496,-0.1,86
508,-0.022580645,85
512,0.003225806,84
532,0.132258065,83
518,0.041935484,82
514,0.016129032,81
507,-0.029032258,80
516,0.029032258,80
566,0.351612903,80
522,0.067741935,82
528,0.106451613,83
504,-0.048387097,84
508,-0.022580645,84
505,-0.041935484,82
511,-0.003225806,80
526,0.093548387,78
515,0.022580645,75
520,0.05483871,73
523,0.074193548,70
507,-0.029032258,64
506,-0.035483871,56
517,0.035483871,-2
477,-0.222580645,-11
444,-0.435483871,-24
513,0.009677419,-35
502,-0.061290323,-47
521,0.061290323,-60
503,-0.05483871,-73
535,0.151612903,-85
504,-0.048387097,-101
519,0.048387097,-123
516,0.029032258,93
515,0.022580645,62
519,0.048387097,41
537,0.164516129,35
537,0.164516129,31
482,-0.190322581,23
558,0.3,13
551,0.25483871,21
487,-0.158064516,36
500,-0.074193548,51
523,0.074193548,58
474,-0.241935484,63
483,-0.183870968,76
523,0.074193548,99
454,-0.370967742,113
576,0.416129032,108
419,-0.596774194,99
412,-0.641935484,99
536,0.158064516,105
530,0.119354839,113
489,-0.14516129,123
370,-0.912903226,-126
643,0.848387097,-115
531,0.125806452,-101
488,-0.151612903,-96
499,-0.080645161,-103
648,0.880645161,-99
436,-0.487096774,-81
447,-0.416129032,-63
536,0.158064516,-64
589,0.5,-80
416,-0.616129032,-91
447,-0.416129032,-83
613,0.65483871,-62
510,-0.009677419,-43
530,0.119354839,-35
507,-0.029032258,-35
564,0.338709677,-33
506,-0.035483871,-24
492,-0.125806452,-7
529,0.112903226,64
517,0.035483871,99
506,-0.035483871,116
506,-0.035483871,-128
512,0.003225806,-120
540,0.183870968,-113
498,-0.087096774,-105
522,0.067741935,-99
510,-0.009677419,-92
505,-0.041935484,-88
505,-0.041935484,-83
525,0.087096774,-76
507,-0.029032258,-70
505,-0.041935484,-66
514,0.016129032,-62
588,0.493548387,-60
483,-0.183870968,-56
489,-0.14516129,-54
466,-0.293548387,-55
465,-0.3,-57
469,-0.274193548,-59
498,-0.087096774,-60
508,-0.022580645,-61
487,-0.158064516,-63
502,-0.061290323,-66
510,-0.009677419,-69
495,-0.106451613,-71
520,0.05483871,-74
490,-0.138709677,-76
477,-0.222580645,-79
484,-0.177419355,-82
503,-0.05483871,-85
516,0.029032258,-90
485,-0.170967742,-94
472,-0.25483871,-99
519,0.048387097,-104
515,0.022580645,-111
503,-0.05483871,-118
530,0.119354839,-123
525,0.087096774,-126
471,-0.261290323,126
504,-0.048387097,125
508,-0.022580645,120
526,0.093548387,117
520,0.05483871,115
508,-0.022580645,114
514,0.016129032,114
521,0.061290323,114
506,-0.035483871,114
518,0.041935484,113
523,0.074193548,110
519,0.048387097,106
528,0.106451613,102
512,0.003225806,97
506,-0.035483871,93
513,0.009677419,90
518,0.041935484,87
502,-0.061290323,84
556,0.287096774,82
515,0.022580645,81
512,0.003225806,78
510,-0.009677419,74
509,-0.016129032,69
497,-0.093548387,62
518,0.041935484,1
505,-0.041935484,-6
521,0.061290323,-13
515,0.022580645,-21
507,-0.029032258,-30
517,0.035483871,-40
512,0.003225806,-49
512,0.003225806,-58
528,0.106451613,-69
489,-0.14516129,-98
497,-0.093548387,-124
497,-0.093548387,106
525,0.087096774,84
516,0.029032258,64
518,0.041935484,51
472,-0.25483871,45
562,0.325806452,48
598,0.558064516,49
446,-0.422580645,48
559,0.306451613,47
606,0.609677419,45
472,-0.25483871,48
411,-0.648387097,57
438,-0.474193548,64
648,0.880645161,78
420,-0.590322581,80
514,0.016129032,77
559,0.306451613,78
478,-0.216129032,90
361,-0.970967742,105
485,-0.170967742,112
436,-0.487096774,115
483,-0.183870968,120
538,0.170967742,126
443,-0.441935484,-123
465,-0.3,-124
549,0.241935484,-124
491,-0.132258065,-121
458,-0.34516129,-110
522,0.067741935,-94
604,0.596774194,-82
495,-0.106451613,-71
478,-0.216129032,-74
534,0.14516129,-77
526,0.093548387,-64
475,-0.235483871,-40
493,-0.119354839,-16
543,0.203225806,1
531,0.125806452,59
483,-0.183870968,62
532,0.132258065,70
482,-0.190322581,81
496,-0.1,93
511,-0.003225806,102
516,0.029032258,109
500,-0.074193548,115
510,-0.009677419,126
493,-0.119354839,-126
517,0.035483871,-111
526,0.093548387,-103
538,0.170967742,-98
518,0.041935484,-94
509,-0.016129032,-91
493,-0.119354839,-88
488,-0.151612903,-85
513,0.009677419,-85
524,0.080645161,-86
554,0.274193548,-87
518,0.041935484,-88
497,-0.093548387,-89
487,-0.158064516,-90
491,-0.132258065,-90
492,-0.125806452,-88
518,0.041935484,-85
507,-0.029032258,-85
523,0.074193548,-85
541,0.190322581,-85
484,-0.177419355,-84
495,-0.106451613,-83
541,0.190322581,-82
524,0.080645161,-86
507,-0.029032258,-87
511,-0.003225806,-90
524,0.080645161,-90
499,-0.080645161,-90
496,-0.1,-91
527,0.1,-92
501,-0.067741935,-94
536,0.158064516,-97
503,-0.05483871,-101
429,-0.532258065,-106
503,-0.05483871,-111
535,0.151612903,-116
543,0.203225806,-120
514,0.016129032,-124
545,0.216129032,-127
486,-0.164516129,126
499,-0.080645161,121
533,0.138709677,118
559,0.306451613,115
498,-0.087096774,113
503,-0.05483871,110
542,0.196774194,106
517,0.035483871,102
491,-0.132258065,96
546,0.222580645,95
539,0.177419355,90
518,0.041935484,88
508,-0.022580645,85
505,-0.041935484,81
508,-0.022580645,75
507,-0.029032258,67
538,0.170967742,59
524,0.080645161,54
469,-0.274193548,-2
522,0.067741935,-13
552,0.261290323,-26
494,-0.112903226,-39
494,-0.112903226,-55
537,0.164516129,-76
500,-0.074193548,-103
507,-0.029032258,115
498,-0.087096774,99
509,-0.016129032,90
522,0.067741935,82
450,-0.396774194,74
529,0.112903226,72
509,-0.016129032,73
517,0.035483871,65
445,-0.429032258,59
536,0.158064516,60
461,-0.325806452,65
553,0.267741935,69
464,-0.306451613,69
476,-0.229032258,73
470,-0.267741935,79
462,-0.319354839,83
551,0.25483871,85
488,-0.151612903,88
524,0.080645161,85
430,-0.525806452,91
531,0.125806452,106
419,-0.596774194,120
440,-0.461290323,118
485,-0.170967742,105
500,-0.074193548,102
490,-0.138709677,124
378,-0.861290323,-118
578,0.429032258,-120
496,-0.1,-128
452,-0.383870968,121
391,-0.777419355,-124
531,0.125806452,-106
497,-0.093548387,-81
464,-0.306451613,-76
503,-0.05483871,-73
559,0.306451613,-67
469,-0.274193548,-54
529,0.112903226,-43
502,-0.061290323,-41
527,0.1,-43
509,-0.016129032,-41
504,-0.048387097,-26
506,-0.035483871,-13
538,0.170967742,-2
537,0.164516129,58
520,0.05483871,70
513,0.009677419,82
513,0.009677419,96
491,-0.132258065,110
460,-0.332258065,127
475,-0.235483871,-121
529,0.112903226,-113
519,0.048387097,-106
520,0.05483871,-98
515,0.022580645,-93
550,0.248387097,-90
499,-0.080645161,-87
520,0.05483871,-85
535,0.151612903,-80
511,-0.003225806,-76
523,0.074193548,-72
515,0.022580645,-70
509,-0.016129032,-69
506,-0.035483871,-67
520,0.05483871,-67
536,0.158064516,-67
504,-0.048387097,-67
516,0.029032258,-69
522,0.067741935,-72
486,-0.164516129,-74
446,-0.422580645,-76
520,0.05483871,-77
569,0.370967742,-78
505,-0.041935484,-82
489,-0.14516129,-86
516,0.029032258,-90
539,0.177419355,-93
503,-0.05483871,-96
501,-0.067741935,-99
552,0.261290323,-102
518,0.041935484,-104
490,-0.138709677,-105
517,0.035483871,-107
525,0.087096774,-110
485,-0.170967742,-114
503,-0.05483871,-117
525,0.087096774,-119
509,-0.016129032,-120
499,-0.080645161,-122
500,-0.074193548,-125
496,-0.1,126
481,-0.196774194,124
468,-0.280645161,122
488,-0.151612903,121
497,-0.093548387,122
503,-0.05483871,122
504,-0.048387097,123
519,0.048387097,123
527,0.1,121
510,-0.009677419,119
509,-0.016129032,116
504,-0.048387097,111
560,0.312903226,107
512,0.003225806,103
498,-0.087096774,99
501,-0.067741935,93
513,0.009677419,89
486,-0.164516129,85
515,0.022580645,79
506,-0.035483871,72
518,0.041935484,64
534,0.14516129,56
569,0.370967742,0
510,-0.009677419,-7
495,-0.106451613,-19
468,-0.280645161,-26
511,-0.003225806,-32
512,0.003225806,-36
531,0.125806452,-42
502,-0.061290323,-51
504,-0.048387097,-61
508,-0.022580645,-70
522,0.067741935,-75
516,0.029032258,-85
510,-0.009677419,-100
501,-0.067741935,-115
535,0.151612903,-124
508,-0.022580645,127
495,-0.106451613,121
504,-0.048387097,113
492,-0.125806452,113
499,-0.080645161,112
485,-0.170967742,104
501,-0.067741935,93
501,-0.067741935,87
466,-0.293548387,88
489,-0.14516129,89
553,0.267741935,86
417,-0.609677419,78
553,0.267741935,86
457,-0.351612903,93
512,0.003225806,92
522,0.067741935,92
435,-0.493548387,92
498,-0.087096774,100
478,-0.216129032,110
500,-0.074193548,114
412,-0.641935484,118
504,-0.048387097,-127
352,-1.029032258,-118
454,-0.370967742,-116
477,-0.222580645,-124
451,-0.390322581,124
456,-0.358064516,126
458,-0.34516129,-121
504,-0.048387097,-114
622,0.712903226,-110
511,-0.003225806,-114
423,-0.570967742,-114
582,0.45483871,-97
541,0.190322581,-70
490,-0.138709677,-66
466,-0.293548387,-64
540,0.183870968,-53
503,-0.05483871,-34
508,-0.022580645,-11
526,0.093548387,59
518,0.041935484,69
519,0.048387097,70
557,0.293548387,70
517,0.035483871,76
522,0.067741935,87
516,0.029032258,101
527,0.1,118
504,-0.048387097,-123
509,-0.016129032,-110
511,-0.003225806,-99
525,0.087096774,-86
516,0.029032258,-79
517,0.035483871,-74
488,-0.151612903,-71
479,-0.209677419,-67
497,-0.093548387,-64
523,0.074193548,-61
524,0.080645161,-58
518,0.041935484,-58
534,0.14516129,-56
510,-0.009677419,-55
505,-0.041935484,-55
492,-0.125806452,-55
470,-0.267741935,-56
527,0.1,-58
475,-0.235483871,-61
493,-0.119354839,-65
534,0.14516129,-71
521,0.061290323,-76
484,-0.177419355,-81
487,-0.158064516,-86
552,0.261290323,-90
543,0.203225806,-93
482,-0.190322581,-95
523,0.074193548,-100
508,-0.022580645,-104
522,0.067741935,-108
503,-0.05483871,-111
512,0.003225806,-115
514,0.016129032,-120
531,0.125806452,-124
498,-0.087096774,-128
496,-0.1,124
503,-0.05483871,119
518,0.041935484,117
521,0.061290323,114
496,-0.1,110
528,0.106451613,106
523,0.074193548,103
515,0.022580645,101
509,-0.016129032,99
519,0.048387097,97
520,0.05483871,96
518,0.041935484,95
504,-0.048387097,95
512,0.003225806,95
527,0.1,95
535,0.151612903,96
525,0.087096774,96
513,0.009677419,94
517,0.035483871,90
505,-0.041935484,84
508,-0.022580645,78
523,0.074193548,70
532,0.132258065,62
497,-0.093548387,53
500,-0.074193548,-5
483,-0.183870968,-16
522,0.067741935,-24
493,-0.119354839,-32
512,0.003225806,-41
484,-0.177419355,-53
526,0.093548387,-68
520,0.05483871,-84
495,-0.106451613,-101
516,0.029032258,126
516,0.029032258,108
521,0.061290323,93
470,-0.267741935,77
529,0.112903226,57
492,-0.125806452,35
461,-0.325806452,17
513,0.009677419,6
525,0.087096774,7
541,0.190322581,10
417,-0.609677419,6
615,0.667741935,6
487,-0.158064516,18
432,-0.512903226,31
528,0.106451613,37
505,-0.041935484,37
491,-0.132258065,37
539,0.177419355,42
489,-0.14516129,58
497,-0.093548387,79
573,0.396774194,96
534,0.14516129,108
578,0.429032258,117
501,-0.067741935,-127
441,-0.45483871,-86
502,-0.061290323,-70
655,0.925806452,-69
414,-0.629032258,-74
559,0.306451613,-78
546,0.222580645,-76
555,0.280645161,-75
545,0.216129032,-68
410,-0.65483871,-52
548,0.235483871,-42
490,-0.138709677,-32
512,0.003225806,-26
503,-0.05483871,-22
504,-0.048387097,-18
492,-0.125806452,-10
512,0.003225806,65
511,-0.003225806,82
520,0.05483871,93
520,0.05483871,98
504,-0.048387097,99
503,-0.05483871,100
471,-0.261290323,106
479,-0.209677419,115
519,0.048387097,125
530,0.119354839,-124
513,0.009677419,-117
506,-0.035483871,-113
524,0.080645161,-108
522,0.067741935,-102
509,-0.016129032,-97
549,0.241935484,-92
525,0.087096774,-89
506,-0.035483871,-88
516,0.029032258,-87
515,0.022580645,-87
519,0.048387097,-88
511,-0.003225806,-90
511,-0.003225806,-92
509,-0.016129032,-93
513,0.009677419,-93
488,-0.151612903,-92
465,-0.3,-92
473,-0.248387097,-93
514,0.016129032,-94
522,0.067741935,-95
491,-0.132258065,-94
515,0.022580645,-94
537,0.164516129,-93
496,-0.1,-94
518,0.041935484,-96
545,0.216129032,-98
523,0.074193548,-100
513,0.009677419,-103
436,-0.487096774,-104
452,-0.383870968,-105
527,0.1,-104
490,-0.138709677,-103
519,0.048387097,-102
510,-0.009677419,-101
506,-0.035483871,-101
500,-0.074193548,-102
503,-0.05483871,-104
517,0.035483871,-106
508,-0.022580645,-109
467,-0.287096774,-113
496,-0.1,-115
523,0.074193548,-118
484,-0.177419355,-123
491,-0.132258065,127
495,-0.106451613,121
525,0.087096774,115
523,0.074193548,107
509,-0.016129032,105
514,0.016129032,98
600,0.570967742,94
529,0.112903226,89
515,0.022580645,84
547,0.229032258,81
506,-0.035483871,78
519,0.048387097,76
519,0.048387097,72
502,-0.061290323,67
502,-0.061290323,63
543,0.203225806,58
531,0.125806452,2
507,-0.029032258,-5
512,0.003225806,-15
515,0.022580645,-27
498,-0.087096774,-42
508,-0.022580645,-52
516,0.029032258,-61
512,0.003225806,-72
517,0.035483871,-83
528,0.106451613,-96
512,0.003225806,-115
499,-0.080645161,119
540,0.183870968,95
533,0.138709677,74
483,-0.183870968,66
537,0.164516129,55
499,-0.080645161,47
513,0.009677419,47
493,-0.119354839,57
456,-0.358064516,60
479,-0.209677419,55
578,0.429032258,59
467,-0.287096774,77
412,-0.641935484,85
541,0.190322581,82
516,0.029032258,74
533,0.138709677,64
466,-0.293548387,63
500,-0.074193548,65
504,-0.048387097,56
320,-1.235483871,50
502,-0.061290323,55
473,-0.248387097,74
479,-0.209677419,99
444,-0.435483871,117
468,-0.280645161,-120
447,-0.416129032,-111
474,-0.241935484,-109
562,0.325806452,-114
554,0.274193548,-116
524,0.080645161,-111
570,0.377419355,-97
580,0.441935484,-78
552,0.261290323,-60
497,-0.093548387,-46
503,-0.05483871,-32
537,0.164516129,-21
505,-0.041935484,-3
533,0.138709677,67
524,0.080645161,87
495,-0.106451613,100
476,-0.229032258,106
518,0.041935484,110
534,0.14516129,119
503,-0.05483871,127
504,-0.048387097,-120
516,0.029032258,-113
496,-0.1,-106
513,0.009677419,-100
543,0.203225806,-96
493,-0.119354839,-90
525,0.087096774,-90
519,0.048387097,-88
509,-0.016129032,-86
511,-0.003225806,-86
509,-0.016129032,-86
519,0.048387097,-87
526,0.093548387,-88
491,-0.132258065,-88
515,0.022580645,-88
494,-0.112903226,-89
503,-0.05483871,-90
509,-0.016129032,-89
523,0.074193548,-88
458,-0.34516129,-86
494,-0.112903226,-85
475,-0.235483871,-85
518,0.041935484,-85
521,0.061290323,-83
519,0.048387097,-82
511,-0.003225806,-79
506,-0.035483871,-77
528,0.106451613,-76
512,0.003225806,-75
512,0.003225806,-76
506,-0.035483871,-76
554,0.274193548,-79
509,-0.016129032,-83
489,-0.14516129,-87
523,0.074193548,-92
487,-0.158064516,-97
517,0.035483871,-102
517,0.035483871,-109
497,-0.093548387,-121
471,-0.261290323,-128
497,-0.093548387,124
498,-0.087096774,120
501,-0.067741935,118
515,0.022580645,117
532,0.132258065,115
520,0.05483871,112
518,0.041935484,105
500,-0.074193548,100
504,-0.048387097,95
519,0.048387097,91
521,0.061290323,87
508,-0.022580645,85
526,0.093548387,84
568,0.364516129,84
533,0.138709677,84
536,0.158064516,83
508,-0.022580645,81
509,-0.016129032,79
535,0.151612903,77
519,0.048387097,75
503,-0.05483871,71
462,-0.319354839,67
502,-0.061290323,63
507,-0.029032258,56
528,0.106451613,2
526,0.093548387,0
526,0.093548387,-6
507,-0.029032258,-13
506,-0.035483871,-21
506,-0.035483871,-28
513,0.009677419,-42
554,0.274193548,-52
506,-0.035483871,-60
514,0.016129032,-70
512,0.003225806,-83
515,0.022580645,-100
504,-0.048387097,-115
520,0.05483871,-128
513,0.009677419,112
554,0.274193548,94
461,-0.325806452,87
483,-0.183870968,72
539,0.177419355,59
483,-0.183870968,58
495,-0.106451613,62
509,-0.016129032,59
594,0.532258065,48
402,-0.706451613,37
385,-0.816129032,43
628,0.751612903,45
391,-0.777419355,43
517,0.035483871,43
492,-0.125806452,52
568,0.364516129,68
415,-0.622580645,86
429,-0.532258065,97
470,-0.267741935,95
535,0.151612903,97
447,-0.416129032,108
467,-0.287096774,123
506,-0.035483871,-123
468,-0.280645161,-111
642,0.841935484,-89
567,0.358064516,-84
522,0.067741935,-78
596,0.54516129,-87
591,0.512903226,-95
415,-0.622580645,-96
439,-0.467741935,-88
578,0.429032258,-73
500,-0.074193548,-58
485,-0.170967742,-38
531,0.125806452,-28
562,0.325806452,-16
461,-0.325806452,0
507,-0.029032258,65
514,0.016129032,79
516,0.029032258,89
510,-0.009677419,96
508,-0.022580645,104
510,-0.009677419,112
528,0.106451613,121
514,0.016129032,-125
513,0.009677419,-116
488,-0.151612903,-109
520,0.05483871,-104
501,-0.067741935,-95
518,0.041935484,-88
511,-0.003225806,-81
495,-0.106451613,-77
514,0.016129032,-74
537,0.164516129,-71
518,0.041935484,-69
526,0.093548387,-67
529,0.112903226,-68
554,0.274193548,-69
505,-0.041935484,-71
517,0.035483871,-72
512,0.003225806,-71
509,-0.016129032,-71
514,0.016129032,-70
493,-0.119354839,-69
485,-0.170967742,-68
456,-0.358064516,-68
527,0.1,-70
502,-0.061290323,-72
503,-0.05483871,-74
450,-0.396774194,-77
491,-0.132258065,-82
522,0.067741935,-87
455,-0.364516129,-93
469,-0.274193548,-102
529,0.112903226,-108
520,0.05483871,-114
503,-0.05483871,-120
496,-0.1,-126
533,0.138709677,125
543,0.203225806,122
505,-0.041935484,119
511,-0.003225806,119
512,0.003225806,116
514,0.016129032,113
545,0.216129032,111
512,0.003225806,110
539,0.177419355,108
530,0.119354839,107
521,0.061290323,106
510,-0.009677419,104
507,-0.029032258,102
513,0.009677419,100
516,0.029032258,99
518,0.041935484,98
491,-0.132258065,97
519,0.048387097,94
515,0.022580645,89
493,-0.119354839,82
508,-0.022580645,77
526,0.093548387,71
491,-0.132258065,64
533,0.138709677,57
512,0.003225806,53
501,-0.067741935,1
522,0.067741935,-5
514,0.016129032,-10
515,0.022580645,-21
505,-0.041935484,-24
526,0.093548387,-28
459,-0.338709677,-37
477,-0.222580645,-54
533,0.138709677,-76
523,0.074193548,-96
522,0.067741935,-108
522,0.067741935,-122
472,-0.25483871,122
510,-0.009677419,109
480,-0.203225806,99
473,-0.248387097,85
517,0.035483871,69
524,0.080645161,59
552,0.261290323,52
446,-0.422580645,42
508,-0.022580645,29
568,0.364516129,16
483,-0.183870968,10
531,0.125806452,15
457,-0.351612903,26
598,0.558064516,36
497,-0.093548387,47
479,-0.209677419,51
479,-0.209677419,80
477,-0.222580645,103
518,0.041935484,121
472,-0.25483871,-121
577,0.422580645,-113
467,-0.287096774,-107
481,-0.196774194,-102
493,-0.119354839,-97
508,-0.022580645,-97
514,0.016129032,-97
543,0.203225806,-91
444,-0.435483871,-87
492,-0.125806452,-83
533,0.138709677,-80
556,0.287096774,-71
512,0.003225806,-60
473,-0.248387097,-48
525,0.087096774,-41
537,0.164516129,-41
500,-0.074193548,-45
487,-0.158064516,-47
516,0.029032258,-38
513,0.009677419,-9
513,0.009677419,1
492,-0.125806452,80
485,-0.170967742,94
522,0.067741935,105
507,-0.029032258,113
519,0.048387097,121
520,0.05483871,-127
508,-0.022580645,-118
469,-0.274193548,-104
476,-0.229032258,-95
526,0.093548387,-86
523,0.074193548,-77
525,0.087096774,-70
516,0.029032258,-65
531,0.125806452,-61
517,0.035483871,-59
508,-0.022580645,-58
506,-0.035483871,-58
531,0.125806452,-58
522,0.067741935,-59
513,0.009677419,-61
515,0.022580645,-66
504,-0.048387097,-71
509,-0.016129032,-75
505,-0.041935484,-76
498,-0.087096774,-77
497,-0.093548387,-79
502,-0.061290323,-82
465,-0.3,-85
479,-0.209677419,-86
498,-0.087096774,-86
547,0.229032258,-88
489,-0.14516129,-91
452,-0.383870968,-98
485,-0.170967742,-101
545,0.216129032,-104
505,-0.041935484,-106
476,-0.229032258,-109
515,0.022580645,-113
546,0.222580645,-118
448,-0.409677419,-125
543,0.203225806,-128
545,0.216129032,124
506,-0.035483871,120
498,-0.087096774,117
546,0.222580645,114
513,0.009677419,113
506,-0.035483871,111
484,-0.177419355,109
514,0.016129032,108
523,0.074193548,107
591,0.512903226,106
510,-0.009677419,105
519,0.048387097,104
492,-0.125806452,103
524,0.080645161,101
468,-0.280645161,97
516,0.029032258,90
526,0.093548387,85
512,0.003225806,80
537,0.164516129,76
531,0.125806452,71
524,0.080645161,66
524,0.080645161,61
519,0.048387097,55
535,0.151612903,0
490,-0.138709677,-4
569,0.370967742,-10
519,0.048387097,-17
500,-0.074193548,-24
501,-0.067741935,-32
512,0.003225806,-41
538,0.170967742,-55
509,-0.016129032,-65
537,0.164516129,-74
496,-0.1,-82
484,-0.177419355,-88
522,0.067741935,-94
509,-0.016129032,-102
510,-0.009677419,-117
530,0.119354839,-122
503,-0.05483871,122
550,0.248387097,118
562,0.325806452,118
551,0.25483871,115
445,-0.429032258,107
616,0.674193548,99
561,0.319354839,94
434,-0.5,88
545,0.216129032,78
494,-0.112903226,74
640,0.829032258,76
530,0.119354839,83
542,0.196774194,90
446,-0.422580645,99
556,0.287096774,102
563,0.332258065,105
553,0.267741935,112
510,-0.009677419,115
483,-0.183870968,117
521,0.061290323,118
525,0.087096774,124
513,0.009677419,-125
539,0.177419355,-109
593,0.525806452,-107
453,-0.377419355,-123
517,0.035483871,122
461,-0.325806452,-127
507,-0.029032258,-112
474,-0.241935484,-94
520,0.05483871,-88
548,0.235483871,-89
500,-0.074193548,-87
489,-0.14516129,-69
528,0.106451613,-48
511,-0.003225806,-25
568,0.364516129,-4
505,-0.041935484,62
493,-0.119354839,72
451,-0.390322581,79
498,-0.087096774,86
480,-0.203225806,94
513,0.009677419,104
493,-0.119354839,117
529,0.112903226,-128
511,-0.003225806,-118
511,-0.003225806,-111
502,-0.061290323,-103
514,0.016129032,-96
491,-0.132258065,-91
517,0.035483871,-85
517,0.035483871,-82
507,-0.029032258,-78
512,0.003225806,-74
510,-0.009677419,-72
506,-0.035483871,-70
512,0.003225806,-69
512,0.003225806,-70
511,-0.003225806,-72
486,-0.164516129,-72
494,-0.112903226,-73
504,-0.048387097,-74
497,-0.093548387,-76
514,0.016129032,-77
518,0.041935484,-79
524,0.080645161,-80
504,-0.048387097,-82
518,0.041935484,-83
520,0.05483871,-83
441,-0.45483871,-84
469,-0.274193548,-86
489,-0.14516129,-90
574,0.403225806,-96
478,-0.216129032,-98
521,0.061290323,-103
494,-0.112903226,-107
484,-0.177419355,-112
583,0.461290323,-116
523,0.074193548,-120
462,-0.319354839,-124
518,0.041935484,-128
522,0.067741935,124
455,-0.364516129,121
505,-0.041935484,119
529,0.112903226,117
528,0.106451613,114
516,0.029032258,112
507,-0.029032258,109
516,0.029032258,107
524,0.080645161,103
488,-0.151612903,101
512,0.003225806,97
489,-0.14516129,93
497,-0.093548387,89
507,-0.029032258,86
517,0.035483871,82
524,0.080645161,74
515,0.022580645,71
511,-0.003225806,63
499,-0.080645161,59
513,0.009677419,56
485,-0.170967742,54
485,-0.170967742,2
522,0.067741935,0
521,0.061290323,-2
513,0.009677419,-5
485,-0.170967742,-12
520,0.05483871,-18
505,-0.041935484,-26
487,-0.158064516,-35
566,0.351612903,-45
551,0.25483871,-56
518,0.041935484,-67
515,0.022580645,-79
551,0.25483871,-87
538,0.170967742,-98
501,-0.067741935,-114
534,0.14516129,-125
523,0.074193548,-128
489,-0.14516129,120
571,0.383870968,106
497,-0.093548387,102
470,-0.267741935,92
465,-0.3,88
582,0.45483871,85
529,0.112903226,80
433,-0.506451613,71
489,-0.14516129,63
488,-0.151612903,71
563,0.332258065,77
467,-0.287096774,77
403,-0.7,80
497,-0.093548387,84
427,-0.54516129,88
414,-0.629032258,88
461,-0.325806452,84
